projectId,userId,role,createdAt,updatedAt
ZFyfXm8eg31Y5A1t,f624dd0d-b63b-4cb7-9da8-2451dcca12fc,project:personalOwner,2025-07-26 06:43:52.031,2025-07-26 06:43:52.031
